HitRate@10_rel2,HitRate@5_rel1plus,HitRate@5_rel2,Judged@10,Judged@20,Judged@30,Judged@5,MRR@10_rel1plus,MRR@10_rel2,Precision@5_rel1plus,Precision@5_rel2,graded_nDCG@10,pooled_Recall@10_rel1plus,pooled_Recall@10_rel2,pooled_Recall@20_rel1plus,pooled_Recall@20_rel2,pooled_Recall@5_rel1plus,pooled_Recall@5_rel2,query_id,retriever
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.7260062664908333,0.10714285714285714,1.0,0.10714285714285714,1.0,0.10714285714285714,1.0,DEV0049,dense
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1,0.1,0.0,0.0,0.09848418277380512,0.03571428571428571,0.3333333333333333,0.10714285714285714,1.0,0.0,0.0,DEV0049,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6268451902108538,0.09523809523809523,1.0,0.14285714285714285,1.0,0.09523809523809523,1.0,DEV0050,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.667261327133277,0.14285714285714285,1.0,0.14285714285714285,1.0,0.09523809523809523,1.0,DEV0050,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6724810739694362,0.14285714285714285,1.0,0.14285714285714285,1.0,0.09523809523809523,1.0,DEV0050,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.2,0.42229224897512063,0.22727272727272727,0.5,0.3181818181818182,0.5,0.09090909090909091,0.5,DEV0051,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,0.24249682153453903,0.045454545454545456,0.5,0.045454545454545456,0.5,0.045454545454545456,0.5,DEV0051,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4299842524348973,0.09090909090909091,0.5,0.22727272727272727,0.5,0.045454545454545456,0.5,DEV0051,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.6,0.0,0.2655319307771244,0.14285714285714285,0.0,0.21428571428571427,0.0,0.10714285714285714,0.0,DEV0052,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5548860438136117,0.07142857142857142,1.0,0.07142857142857142,1.0,0.07142857142857142,1.0,DEV0052,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6,0.2,0.5238732232376831,0.17857142857142858,1.0,0.21428571428571427,1.0,0.10714285714285714,1.0,DEV0052,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8214448037930292,0.35,1.0,0.35,1.0,0.25,0.75,DEV0053,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6,0.2,0.2803747349012603,0.15,0.25,0.3,1.0,0.15,0.25,DEV0053,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7915920062449135,0.3,1.0,0.35,1.0,0.25,0.75,DEV0053,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0054,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0054,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0054,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.4,0.391183066912988,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,DEV0055,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0055,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.2,0.2,0.16552983252263884,0.05555555555555555,0.5,0.1111111111111111,1.0,0.05555555555555555,0.5,DEV0055,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.32869919679976917,0.19047619047619047,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,DEV0056,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0056,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.2,0.0,0.18880541809772983,0.14285714285714285,0.0,0.19047619047619047,0.0,0.047619047619047616,0.0,DEV0056,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0057,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.4,0.0,0.1136201432388688,0.1111111111111111,0.0,0.16666666666666666,0.0,0.1111111111111111,0.0,DEV0057,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.08266974857090989,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,DEV0057,hybrid
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.4,0.0,0.27926088726217235,0.13636363636363635,0.25,0.22727272727272727,0.5,0.09090909090909091,0.0,DEV0058,bm25
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.11054585394106357,0.045454545454545456,0.25,0.09090909090909091,0.25,0.0,0.0,DEV0058,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.4,0.2,0.25728722583054764,0.13636363636363635,0.25,0.18181818181818182,0.5,0.09090909090909091,0.25,DEV0058,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.054436304265575074,0.02631578947368421,0.0,0.02631578947368421,0.0,0.0,0.0,DEV0059,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.2,0.0,0.10329510265431384,0.05263157894736842,0.0,0.05263157894736842,0.0,0.02631578947368421,0.0,DEV0059,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.046004014040457224,0.02631578947368421,0.0,0.07894736842105263,0.0,0.0,0.0,DEV0059,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0060,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.2,0.0,0.15282202671858752,0.0625,0.0,0.125,1.0,0.0625,0.0,DEV0060,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.054436304265575074,0.0625,0.0,0.0625,0.0,0.0,0.0,DEV0060,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,0.2952460044168939,0.1875,0.0,0.1875,0.0,0.125,0.0,DEV0061,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0061,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,0.4,0.0,0.16223682812281054,0.125,0.0,0.1875,0.0,0.125,0.0,DEV0061,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6268451902108538,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,DEV0062,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6268451902108538,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,DEV0062,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6268451902108538,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,DEV0062,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.4,0.6034328171697316,0.20833333333333334,0.5,0.5416666666666666,0.75,0.16666666666666666,0.5,DEV0063,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.6129154701328234,0.20833333333333334,0.5,0.20833333333333334,0.5,0.125,0.5,DEV0063,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.6424397566048504,0.20833333333333334,0.5,0.3333333333333333,0.5,0.20833333333333334,0.5,DEV0063,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6382346586680551,0.1875,0.42857142857142855,0.375,0.8571428571428571,0.15625,0.42857142857142855,DEV0064,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.5967522063331897,0.125,0.5714285714285714,0.125,0.5714285714285714,0.09375,0.42857142857142855,DEV0064,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.87512026917823,0.25,0.8571428571428571,0.28125,0.8571428571428571,0.125,0.5714285714285714,DEV0064,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.5808810302772506,0.25,1.0,0.25,1.0,0.16666666666666666,0.5,DEV0065,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.25978783981543146,0.16666666666666666,1.0,0.16666666666666666,1.0,0.08333333333333333,0.5,DEV0065,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6638790550231813,0.25,1.0,0.25,1.0,0.16666666666666666,1.0,DEV0065,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.4,0.0,0.10569361599163661,0.16666666666666666,0.0,0.25,0.3333333333333333,0.16666666666666666,0.0,DEV0066,bm25
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.4,0.0,0.29878530480083715,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.0,DEV0066,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.4,0.0,0.22104509331901828,0.25,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,DEV0066,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0067,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.2,0.0,0.06581686446496139,0.07142857142857142,0.0,0.14285714285714285,1.0,0.07142857142857142,0.0,DEV0067,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.050940675572862505,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,DEV0067,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6,0.4,0.5627871287648014,0.10714285714285714,1.0,0.10714285714285714,1.0,0.10714285714285714,1.0,DEV0068,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.3843483686763149,0.03571428571428571,0.5,0.17857142857142858,1.0,0.03571428571428571,0.5,DEV0068,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.6909032516569064,0.10714285714285714,1.0,0.10714285714285714,1.0,0.10714285714285714,1.0,DEV0068,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0069,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0069,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0069,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.2768594066092858,0.21052631578947367,0.3333333333333333,0.2631578947368421,0.3333333333333333,0.05263157894736842,0.3333333333333333,DEV0070,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.6103048409587474,0.2631578947368421,0.6666666666666666,0.42105263157894735,1.0,0.15789473684210525,0.3333333333333333,DEV0070,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.5619788457376247,0.2631578947368421,0.3333333333333333,0.3157894736842105,0.6666666666666666,0.2631578947368421,0.3333333333333333,DEV0070,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.2,0.0,0.16276155407828113,0.16666666666666666,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,DEV0071,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.125,0.0,0.0,0.0,0.04820998182892457,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,DEV0071,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,DEV0071,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.7360600967825949,0.4,0.8,0.4,0.8,0.4,0.8,DEV0072,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.43101476606877087,0.2,0.4,0.3,0.6,0.2,0.4,DEV0072,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,0.7146618311119762,0.4,0.8,0.4,0.8,0.3,0.6,DEV0072,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.521256019952062,0.18181818181818182,1.0,0.18181818181818182,1.0,0.09090909090909091,0.5,DEV0073,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.667261327133277,0.2727272727272727,1.0,0.36363636363636365,1.0,0.18181818181818182,1.0,DEV0073,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.6820218010517335,0.2727272727272727,1.0,0.36363636363636365,1.0,0.2727272727272727,1.0,DEV0073,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,DEV0074,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.4,0.516679497997282,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,DEV0074,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.4,0.46498677829188884,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,DEV0074,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0075,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.04434774260160817,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,DEV0075,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,DEV0075,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.2,0.3550767554385087,0.16666666666666666,1.0,0.25,1.0,0.16666666666666666,1.0,DEV0076,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0076,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.2801737156507438,0.16666666666666666,1.0,0.16666666666666666,1.0,0.08333333333333333,1.0,DEV0076,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.5,0.0,0.0,DEV0077,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0077,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0077,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.4,0.4,0.44534367044288015,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.2857142857142857,0.6666666666666666,DEV0078,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0078,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.2612259751010057,0.2857142857142857,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.3333333333333333,DEV0078,hybrid
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.2,0.0,0.3424046311339399,0.10344827586206896,0.6666666666666666,0.20689655172413793,0.6666666666666666,0.034482758620689655,0.0,DEV0079,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,DEV0079,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.2,0.46126213676303307,0.10344827586206896,0.3333333333333333,0.13793103448275862,0.6666666666666666,0.10344827586206896,0.3333333333333333,DEV0079,hybrid
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.2,0.0,0.06581686446496139,0.07142857142857142,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,DEV0080,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0080,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.125,0.0,0.0,0.0,0.04820998182892457,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,DEV0080,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0081,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.4,0.4,0.3142160779010878,0.125,1.0,0.125,1.0,0.125,1.0,DEV0081,dense
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.125,0.125,0.0,0.0,0.23694879852335884,0.125,1.0,0.125,1.0,0.0,0.0,DEV0081,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0082,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,0.7200374609134105,0.5,1.0,0.5,1.0,0.4166666666666667,1.0,DEV0082,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.4,0.2,0.4513912512080148,0.4166666666666667,1.0,0.5,1.0,0.16666666666666666,0.3333333333333333,DEV0082,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0083,bm25
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.11570038775608932,0.047619047619047616,0.5,0.14285714285714285,0.5,0.0,0.0,DEV0083,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.5,0.0,0.0,DEV0083,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,DEV0084,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,DEV0084,dense
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0084,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0085,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.4,0.2,0.4351210768109939,0.5,1.0,0.8,1.0,0.2,0.5,DEV0085,dense
1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.11570038775608932,0.1,0.5,0.5,1.0,0.0,0.0,DEV0085,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.2,0.6,0.2,0.267920917665381,0.21428571428571427,0.5,0.35714285714285715,1.0,0.21428571428571427,0.5,DEV0086,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.8,0.2,0.4056181333649364,0.35714285714285715,0.5,0.42857142857142855,1.0,0.2857142857142857,0.5,DEV0086,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.4,0.6566306323129871,0.42857142857142855,1.0,0.5,1.0,0.35714285714285715,1.0,DEV0086,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.8010260886033722,0.6,1.0,0.7,1.0,0.3,1.0,DEV0087,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6,0.0,0.24735079517903705,0.3,0.0,0.3,0.0,0.3,0.0,DEV0087,dense
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.125,0.6,0.0,0.5053564633872558,0.5,1.0,0.6,1.0,0.3,0.0,DEV0087,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.4,0.8429738930028781,0.625,1.0,0.625,1.0,0.375,1.0,DEV0088,bm25
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.0,0.0,0.0,0.046197971464518935,0.125,0.0,0.25,0.5,0.0,0.0,DEV0088,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6,0.2,0.5979998933214995,0.625,1.0,0.625,1.0,0.375,0.5,DEV0088,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.7727357110059825,0.5,1.0,0.5,1.0,0.5,1.0,DEV0089,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.8401851084845681,0.5,1.0,0.5,1.0,0.5,1.0,DEV0089,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.8401851084845681,0.5,1.0,0.5,1.0,0.5,1.0,DEV0089,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.793152160779716,0.5,1.0,0.5,1.0,0.3333333333333333,1.0,DEV0090,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.2,0.2,0.3807188262324404,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,0.5,DEV0090,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.7451107937367463,0.3333333333333333,1.0,0.5,1.0,0.3333333333333333,1.0,DEV0090,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.6,0.7110330844323393,0.5714285714285714,0.6,0.7142857142857143,0.8,0.5714285714285714,0.6,DEV0091,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,0.2,0.22659433983141822,0.2857142857142857,0.4,0.8571428571428571,0.8,0.14285714285714285,0.2,DEV0091,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,0.8373458841930613,0.7142857142857143,0.8,0.7142857142857143,0.8,0.7142857142857143,0.8,DEV0091,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4655121707617587,0.11764705882352941,0.5,0.17647058823529413,0.5,0.11764705882352941,0.5,DEV0092,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4999945537811482,0.17647058823529413,0.5,0.23529411764705882,0.75,0.11764705882352941,0.5,DEV0092,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.5061450999633262,0.11764705882352941,0.5,0.17647058823529413,0.5,0.11764705882352941,0.5,DEV0092,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.4,0.4,0.23855323207794135,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.5,0.13333333333333333,0.3333333333333333,DEV0093,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.4,0.2,0.29736335210591364,0.3333333333333333,0.3333333333333333,0.4,0.5,0.13333333333333333,0.16666666666666666,DEV0093,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.355447098802238,0.2,0.16666666666666666,0.4,0.5,0.13333333333333333,0.16666666666666666,DEV0093,hybrid
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DEV0094,bm25
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,0.2,0.0,0.14826074112333132,0.21428571428571427,0.0,0.35714285714285715,0.0,0.07142857142857142,0.0,DEV0094,dense
0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.2,0.0,0.2,0.0,0.04956208179281633,0.07142857142857142,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,DEV0094,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6268451902108538,0.13333333333333333,1.0,0.13333333333333333,1.0,0.13333333333333333,1.0,DEV0095,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.2,0.4582491484865251,0.3333333333333333,1.0,0.4,1.0,0.2,0.5,DEV0095,dense
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6966779290465912,0.3333333333333333,1.0,0.3333333333333333,1.0,0.13333333333333333,1.0,DEV0095,hybrid
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.45846608015576257,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,DEV0096,bm25
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.45846608015576257,0.047619047619047616,1.0,0.047619047619047616,1.0,0.047619047619047616,1.0,DEV0096,dense
